84.420746, 5000
86.479172, 4900
86.932968, 4800
90.459297, 4700
93.015839, 4600
92.920975, 4500
94.918571, 4400
98.399818, 4300
104.3264, 4150
99.365196, 4200
102.47836, 4100
104.43156, 4000
108.45272, 3900
111.00844, 3800
112.82919, 3700
117.26614, 3600
120.40572, 3500
123.85434, 3400
126.96337, 3300
130.79684, 3200
134.84727, 3100
138.5394, 3000
142.86951, 2900
148.54704, 2800
153.92926, 2700
159.16292, 2600
164.9225, 2500
172.76929, 2400
181.01076, 2300
188.55234, 2200
196.68454, 2100
206.84152, 2000
217.75021, 1900
228.61053, 1800
241.58772, 1700
256.60471, 1600
272.61017, 1500
292.77069, 1400
312.42413, 1300
338.38391, 1200
370.56815, 1100
404.35556, 1000
448.819, 900
502.0723, 800
568.41852, 700
646.72534, 600
654.6861, 600
776.44403, 500
949.646, 400
951.07019, 400
1193.4685, 300
